Question	Answer	Source	Metadata
Everyone thinks I should kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Everyone thinks I'm a burden	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Everyone wants me to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Everyone wants me to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I just want to end it all	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I can't wait to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I just want to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I can't wait to kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I feel like dying	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I feel like I should kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I feel like killing myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I feel like offing myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I just want it all to be over	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to commit suicide this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I can't go on anymore	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to hurt myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to end my life this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to end my life today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to hang myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to hang myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to hang myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to hang myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to commit suicide soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to hurt myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to end it all today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to hurt myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to jump off a bridge soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to jump off a bridge this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to jump off a bridge this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to jump off a bridge today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to kill myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to kill myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to hurt myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to drown soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to commit suicide today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to cut myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to cut myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to cut myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to cut myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to die soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to die this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to end my life this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to die today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to end my life soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to drown this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to drown this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to drown today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to end it all soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to end it all this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to end it all this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to cut myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I plan to die this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to kill myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to hurt myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to hurt myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to hurt myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to hurt myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to jump off a bridge soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to jump off a bridge this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to kill myself with a gun today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to jump off a bridge today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to hang myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to kill myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to kill myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to kill myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to kill myself tomorrow	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to kill myself with a gun soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to kill myself with a gun this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to cut myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to jump off a bridge this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to end it all this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to die this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to die this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to die today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to drown soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to drown this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to drown this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to drown today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to hang myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to end it all this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to hang myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to end it all today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to end my life soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to end my life this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to end my life this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to end my life today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to hang myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to overdose soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to end it all soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I hang myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
People would be better off if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
People wouldn't notice if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I commit suicide?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I cut myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I die?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I drown?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to kill myself with a gun this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I end my life?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
No one would notice if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I hurt myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I jump off a bridge?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I kill myself with a gun?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I kill myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I overdose?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I shoot myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I take pills?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Should I end it all?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to take pills this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to overdose this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to overdose this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to overdose today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to shoot myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to shoot myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to shoot myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to shoot myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Nobody would miss me if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to take pills this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Nobody is going to miss me	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to take pills today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Life is not worth living	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
Life isn't worth it	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
No one will miss me	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
No one would care if I killed myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
No one would care if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to cut myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to take pills soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hang myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to end my life soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to end my life this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to end my life this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to end my life today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hang myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hang myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm planning to die soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hang myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to end it all this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hurt myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hurt myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hurt myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hurt myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hurt myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to jump off a bridge	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to jump off a bridge soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to hang myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to drown soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
There's no hope for me	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to cut myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to cut myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to die soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to die this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to die this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
I'm going to end my life	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_PGkrishi_Professional	editorial:PGkrishi
